              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name:   
Subject No:   
Date of Birth:   
Subject Address:   
Operator:    
Date: 10:46:00 (7/5/2026)  
DRT4 Serial Number: #3173  
Comment:   
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:  10/sec 
Time Constant: off 
Time Offset: 0.05 sec 
Total Mark Number: 0 
Active Mark Number: 1 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 
1	0	0	0.0	 78.2 
2	0	0	0.1	 70.3 
3385	0	5	38.4	 82.5 
3386	0	5	38.5	 75.2 
3387	0	5	38.6	 57.7 
3388	0	5	38.7	 74.1 
3389	0	5	38.8	 79.0 
3390	0	5	38.9	 74.8 
3391	0	5	39.0	 76.5 
3392	0	5	39.1	 78.8 
3393	0	5	39.2	 61.8 
3394	0	5	39.3	 50.1 
3395	0	5	39.4	 40.2 
3396	0	5	39.5	 60.7 
3397	0	5	39.6	 77.8 
3398	0	5	39.7	 67.6 
3399	0	5	39.8	 61.2 
3400	0	5	39.9	 62.8 
3401	0	5	40.0	 39.1 
3402	0	5	40.1	 43.4 
3403	0	5	40.2	 33.0 
3404	0	5	40.3	 84.6 
3405	0	5	40.4	 80.5 
3406	0	5	40.5	 56.6 
3407	0	5	40.6	 52.5 
3408	0	5	40.7	 42.6 
3409	0	5	40.8	 26.3 
3410	0	5	40.9	 32.4 
3411	0	5	41.0	 38.5 
3412	0	5	41.1	 56.2 
3413	0	5	41.2	 65.0 
3414	0	5	41.3	 68.1 
3415	0	5	41.4	 66.8 
3416	0	5	41.5	 72.2 
3417	0	5	41.6	 73.0 
3418	0	5	41.7	 69.5 
3419	0	5	41.8	 81.9 
3420	0	5	41.9	 82.1 
3421	0	5	42.0	 73.7 
3422	0	5	42.1	 74.0 
3423	0	5	42.2	 76.2 
3424	0	5	42.3	 83.4 
3425	0	5	42.4	 97.1 
3426	0	5	42.5	108.6 
3427	0	5	42.6	 89.5 
3428	0	5	42.7	 89.5 
3429	0	5	42.8	 82.8 
3430	0	5	42.9	 63.5 
3431	0	5	43.0	 66.1 
3432	0	5	43.1	 84.9 
3433	0	5	43.2	106.0 
3434	0	5	43.3	111.7 
3435	0	5	43.4	 95.8 
3436	0	5	43.5	101.9 
3437	0	5	43.6	 92.0 
3438	0	5	43.7	 84.4 
3439	0	5	43.8	107.8 
3440	0	5	43.9	103.5 
3441	0	5	44.0	112.9 
3442	0	5	44.1	 95.6 
3443	0	5	44.2	 93.9 
3444	0	5	44.3	 84.3 
3445	0	5	44.4	 98.1 
3446	0	5	44.5	132.2 
3447	0	5	44.6	110.2 
3448	0	5	44.7	108.0 
3449	0	5	44.8	 96.0 
3450	0	5	44.9	 94.2 
3451	0	5	45.0	 59.5 
3452	0	5	45.1	 69.3 
3453	0	5	45.2	 79.1 
3454	0	5	45.3	 88.9 
3455	0	5	45.4	 70.6 
3456	0	5	45.5	 64.3 
3457	0	5	45.6	 63.8 
3458	0	5	45.7	 54.9 
3459	0	5	45.8	 52.8 
3460	0	5	45.9	 83.2 
3461	0	5	46.0	 98.6 
3462	0	5	46.1	 84.3 
3463	0	5	46.2	 71.3 
3464	0	5	46.3	 85.0 
3465	0	5	46.4	111.3 
3466	0	5	46.5	 98.5 
3467	0	5	46.6	 87.2 
3468	0	5	46.7	103.0 
3469	0	5	46.8	133.2 
3470	0	5	46.9	 84.4 
3471	0	5	47.0	 51.5 
3472	0	5	47.1	 27.5 
3473	0	5	47.2	 43.6 
3474	0	5	47.3	 67.0 
3475	0	5	47.4	 64.7 
3476	0	5	47.5	 62.7 
3477	0	5	47.6	 42.7 
3478	0	5	47.7	 47.5 
3479	0	5	47.8	 56.0 
3480	0	5	47.9	 49.6 
3481	0	5	48.0	 60.0 
3482	0	5	48.1	 51.6 
3483	0	5	48.2	 52.4 
3484	0	5	48.3	 78.5 
3485	0	5	48.4	 63.4 
3486	0	5	48.5	 68.9 
3487	0	5	48.6	 57.1 
3488	0	5	48.7	 59.9 
3489	0	5	48.8	 63.0 
3490	0	5	48.9	 53.7 
3491	0	5	49.0	 92.5 
3492	0	5	49.1	122.1 
3493	0	5	49.2	117.1 
3494	0	5	49.3	104.6 
3495	0	5	49.4	123.4 
3496	0	5	49.5	108.0 
3497	0	5	49.6	 94.2 
3498	0	5	49.7	 92.5 
3499	0	5	49.8	135.9 
3500	0	5	49.9	173.0 
3501	0	5	50.0	158.3 
3502	0	5	50.1	191.2 
3503	0	5	50.2	170.2 
3504	0	5	50.3	162.4 
3505	0	5	50.4	138.3 
3506	0	5	50.5	129.4 
3507	0	5	50.6	186.5 
3508	0	5	50.7	198.4 
3509	0	5	50.8	207.9 
3510	0	5	50.9	198.4 
3511	0	5	51.0	184.1 
3512	0	5	51.1	195.3 
3513	0	5	51.2	184.3 
3514	0	5	51.3	191.4 
3515	0	5	51.4	228.2 
3516	0	5	51.5	238.6 
3517	0	5	51.6	235.3 
3518	0	5	51.7	219.9 
3519	0	5	51.8	184.5 
3520	0	5	51.9	190.4 
3521	0	5	52.0	193.9 
3522	0	5	52.1	229.0 
3523	0	5	52.2	234.0 
3524	0	5	52.3	237.7 
3525	0	5	52.4	236.9 
3526	0	5	52.5	226.5 
3527	0	5	52.6	212.8 
3528	0	5	52.7	213.3 
3529	0	5	52.8	241.7 
3530	0	5	52.9	256.7 
3531	0	5	53.0	236.5 
3532	0	5	53.1	242.8 
3533	0	5	53.2	225.6 
3534	0	5	53.3	232.9 
3535	0	5	53.4	238.3 
3536	0	5	53.5	264.1 
3537	0	5	53.6	278.2 
3538	0	5	53.7	285.6 
3539	0	5	53.8	271.3 
3540	0	5	53.9	254.9 
3541	0	5	54.0	252.2 
3542	0	5	54.1	264.8 
3543	0	5	54.2	287.3 
3544	0	5	54.3	290.5 
3545	0	5	54.4	272.2 
3546	0	5	54.5	261.0 
3547	0	5	54.6	240.3 
3548	0	5	54.7	233.1 
3549	0	5	54.8	265.3 
3550	0	5	54.9	254.8 
3551	0	5	55.0	260.2 
3552	0	5	55.1	258.2 
3553	0	5	55.2	271.4 
3554	0	5	55.3	257.2 
3555	0	5	55.4	250.8 
3556	0	5	55.5	259.9 
3557	0	5	55.6	258.9 
3558	0	5	55.7	252.5 
3559	0	5	55.8	261.9 
3560	0	5	55.9	263.5 
3561	0	5	56.0	232.3 
3562	0	5	56.1	236.8 
3563	0	5	56.2	240.6 
3564	0	5	56.3	258.3 
3565	0	5	56.4	247.0 
3566	0	5	56.5	227.5 
3567	0	5	56.6	230.2 
3568	0	5	56.7	204.2 
3569	0	5	56.8	227.0 
3570	0	5	56.9	235.3 
3571	0	5	57.0	221.9 
3572	0	5	57.1	208.0 
3573	0	5	57.2	194.5 
3574	0	5	57.3	218.0 
3575	0	5	57.4	216.0 
3576	0	5	57.5	220.5 
3577	0	5	57.6	220.8 
3578	0	5	57.7	207.8 
3579	0	5	57.8	192.5 
3580	0	5	57.9	184.0 
3581	0	5	58.0	163.7 
3582	0	5	58.1	194.1 
3583	0	5	58.2	185.5 
3584	0	5	58.3	202.3 
3585	0	5	58.4	188.2 
3586	0	5	58.5	153.4 
3587	0	5	58.6	150.1 
3588	0	5	58.7	145.4 
3589	0	5	58.8	151.4 
3590	0	5	58.9	162.1 
3591	0	5	59.0	152.0 
3592	0	5	59.1	143.2 
3593	0	5	59.2	134.9 
3594	0	5	59.3	124.1 
3595	0	5	59.4	125.0 
3596	0	5	59.5	121.1 
3597	0	5	59.6	128.3 
3598	0	5	59.7	146.5 
3599	0	5	59.8	134.3 
3600	0	5	59.9	116.2 
3601	0	6	0.0	105.0 
3602	0	6	0.1	104.5 
3603	0	6	0.2	124.8 
3604	0	6	0.3	132.3 
3605	0	6	0.4	161.4 
3606	0	6	0.5	154.4 
3607	0	6	0.6	131.2 
3608	0	6	0.7	108.7 
3609	0	6	0.8	 90.5 
3610	0	6	0.9	 79.8 
3611	0	6	1.0	 68.8 
3612	0	6	1.1	 63.2 
3613	0	6	1.2	 86.9 
3614	0	6	1.3	120.6 
3615	0	6	1.4	100.9 
3616	0	6	1.5	 86.2 
3617	0	6	1.6	 79.3 
3618	0	6	1.7	 69.0 
3619	0	6	1.8	 49.3 
3620	0	6	1.9	 44.9 
3621	0	6	2.0	 46.4 
3622	0	6	2.1	 69.4 
3623	0	6	2.2	 67.7 
3624	0	6	2.3	 65.4 
3625	0	6	2.4	 61.0 
3626	0	6	2.5	 49.3 
3627	0	6	2.6	 48.5 
3628	0	6	2.7	 49.2 
3629	0	6	2.8	 43.1 
3630	0	6	2.9	 58.2 
3631	0	6	3.0	 61.9 
3632	0	6	3.1	 42.9 
3633	0	6	3.2	 36.8 
3634	0	6	3.3	 34.1 
3635	0	6	3.4	 47.7 
3636	0	6	3.5	 37.7 
3637	0	6	3.6	 47.1 
3638	0	6	3.7	 58.8 
3639	0	6	3.8	 66.9 
3640	0	6	3.9	 63.3 
3641	0	6	4.0	 61.0 
3642	0	6	4.1	 59.2 
3643	0	6	4.2	 42.4 
3644	0	6	4.3	 40.5 
3645	0	6	4.4	 63.4 
3646	0	6	4.5	 70.8 
3647	0	6	4.6	 44.6 
3648	0	6	4.7	 44.1 
3649	0	6	4.8	 56.4 
3650	0	6	4.9	 41.8 
3651	0	6	5.0	 49.4 
3652	0	6	5.1	 79.6 
3653	0	6	5.2	 81.6 
3654	0	6	5.3	 74.4 
3655	0	6	5.4	 95.9 
3656	0	6	5.5	 86.0 
3657	0	6	5.6	 99.2 
3658	0	6	5.7	 94.1 
3659	0	6	5.8	103.2 
3660	0	6	5.9	 98.4 
3661	0	6	6.0	 94.5 
3662	0	6	6.1	 92.0 
3663	0	6	6.2	114.2 
3664	0	6	6.3	108.5 
3665	0	6	6.4	101.3 
3666	0	6	6.5	115.0 
3667	0	6	6.6	118.5 
3668	0	6	6.7	114.0 
3669	0	6	6.8	107.7 
3670	0	6	6.9	105.5 
3671	0	6	7.0	 99.8 
3672	0	6	7.1	102.4 
3673	0	6	7.2	104.5 
3674	0	6	7.3	 95.3 
3675	0	6	7.4	102.4 
3676	0	6	7.5	 95.3 
3677	0	6	7.6	104.0 
3678	0	6	7.7	108.0 
3679	0	6	7.8	140.3 
3680	0	6	7.9	106.9 
3681	0	6	8.0	 96.1 
3682	0	6	8.1	 74.8 
3683	0	6	8.2	 65.0 
3684	0	6	8.3	 57.9 
3685	0	6	8.4	 74.7 
3686	0	6	8.5	106.0 
3687	0	6	8.6	 84.5 
3688	0	6	8.7	 72.8 
3689	0	6	8.8	 69.2 
3690	0	6	8.9	 66.8 
3691	0	6	9.0	 55.5 
3692	0	6	9.1	 56.2 
3693	0	6	9.2	 65.6 
3694	0	6	9.3	 64.8 
3695	0	6	9.4	 38.9 
3696	0	6	9.5	 28.5 
3697	0	6	9.6	 16.3 
3698	0	6	9.7	 32.4 
3699	0	6	9.8	 74.8 
3700	0	6	9.9	 92.5 
3701	0	6	10.0	 90.0 
3702	0	6	10.1	 66.3 
3703	0	6	10.2	 74.4 
3704	0	6	10.3	 79.4 
3705	0	6	10.4	 63.2 
3706	0	6	10.5	100.0 
3707	0	6	10.6	120.0 
3708	0	6	10.7	118.1 
3709	0	6	10.8	103.2 
3710	0	6	10.9	101.5 
3711	0	6	11.0	 90.3 
3712	0	6	11.1	 73.4 
3713	0	6	11.2	 95.1 
3714	0	6	11.3	106.9 
3715	0	6	11.4	 94.9 
3716	0	6	11.5	 77.6 
3717	0	6	11.6	 52.2 
3718	0	6	11.7	 66.1 
3719	0	6	11.8	 50.1 
3720	0	6	11.9	 47.2 
3721	0	6	12.0	 63.4 
3722	0	6	12.1	 61.5 
3723	0	6	12.2	 46.9 
3724	0	6	12.3	 44.8 
3725	0	6	12.4	 45.6 
3726	0	6	12.5	 51.0 
3727	0	6	12.6	 50.2 
3728	0	6	12.7	 53.2 
3729	0	6	12.8	 77.3 
3730	0	6	12.9	 58.3 
3731	0	6	13.0	 68.5 
3732	0	6	13.1	 82.8 
3733	0	6	13.2	 68.0 
3734	0	6	13.3	 41.7 
3735	0	6	13.4	 40.3 
3736	0	6	13.5	 88.0 
3737	0	6	13.6	 75.0 
3738	0	6	13.7	 49.7 
3739	0	6	13.8	 36.7 
3740	0	6	13.9	 22.3 
3741	0	6	14.0	 27.7 
3742	0	6	14.1	 24.1 
3743	0	6	14.2	 58.5 
3744	0	6	14.3	 96.4 
3745	0	6	14.4	 89.0 
3746	0	6	14.5	 91.2 
3747	0	6	14.6	 95.8 
3748	0	6	14.7	 96.0 
3749	0	6	14.8	 83.3 
3750	0	6	14.9	102.8 
3751	0	6	15.0	152.0 
3752	0	6	15.1	139.1 
3753	0	6	15.2	115.3 
3754	0	6	15.3	132.8 
3755	0	6	15.4	144.1 
3756	0	6	15.5	143.0 
3757	0	6	15.6	153.8 
3758	0	6	15.7	191.5 
3759	0	6	15.8	204.5 
3760	0	6	15.9	176.2 
3761	0	6	16.0	168.7 
3762	0	6	16.1	172.1 
3763	0	6	16.2	167.1 
3764	0	6	16.3	181.1 
3765	0	6	16.4	235.1 
3766	0	6	16.5	230.7 
3767	0	6	16.6	216.7 
3768	0	6	16.7	213.8 
3769	0	6	16.8	211.1 
3770	0	6	16.9	192.5 
3771	0	6	17.0	208.4 
3772	0	6	17.1	252.6 
3773	0	6	17.2	256.0 
3774	0	6	17.3	255.3 
3775	0	6	17.4	237.8 
3776	0	6	17.5	242.9 
3777	0	6	17.6	253.2 
3778	0	6	17.7	290.9 
3779	0	6	17.8	285.5 
3780	0	6	17.9	291.0 
3781	0	6	18.0	279.5 
3782	0	6	18.1	267.8 
3783	0	6	18.2	259.0 
3784	0	6	18.3	269.8 
3785	0	6	18.4	297.6 
3786	0	6	18.5	299.3 
3787	0	6	18.6	294.0 
3788	0	6	18.7	273.7 
3789	0	6	18.8	282.8 
3790	0	6	18.9	260.4 
3791	0	6	19.0	266.6 
3792	0	6	19.1	295.5 
3793	0	6	19.2	287.8 
3794	0	6	19.3	275.8 
3795	0	6	19.4	268.2 
3796	0	6	19.5	255.4 
3797	0	6	19.6	250.8 
3798	0	6	19.7	267.0 
3799	0	6	19.8	263.8 
3800	0	6	19.9	263.1 
3801	0	6	20.0	260.4 
3802	0	6	20.1	251.2 
3803	0	6	20.2	233.8 
3804	0	6	20.3	256.9 
3805	0	6	20.4	257.3 
3806	0	6	20.5	250.5 
3807	0	6	20.6	245.7 
3808	0	6	20.7	244.8 
3809	0	6	20.8	245.7 
3810	0	6	20.9	247.7 
3811	0	6	21.0	241.7 
3812	0	6	21.1	266.3 
3813	0	6	21.2	258.6 
3814	0	6	21.3	279.0 
3815	0	6	21.4	240.5 
3816	0	6	21.5	206.4 
3817	0	6	21.6	206.5 
3818	0	6	21.7	228.5 
3819	0	6	21.8	252.7 
3820	0	6	21.9	252.2 
3821	0	6	22.0	231.1 
3822	0	6	22.1	201.2 
3823	0	6	22.2	206.5 
3824	0	6	22.3	190.2 
3825	0	6	22.4	197.9 
3826	0	6	22.5	214.9 
3827	0	6	22.6	218.8 
3828	0	6	22.7	216.7 
3829	0	6	22.8	218.9 
3830	0	6	22.9	203.0 
3831	0	6	23.0	199.0 
3832	0	6	23.1	181.7 
3833	0	6	23.2	185.1 
3834	0	6	23.3	207.9 
3835	0	6	23.4	194.9 
3836	0	6	23.5	198.9 
3837	0	6	23.6	203.9 
3838	0	6	23.7	172.8 
3839	0	6	23.8	163.8 
3840	0	6	23.9	173.3 
3841	0	6	24.0	179.3 
3842	0	6	24.1	185.0 
3843	0	6	24.2	188.1 
3844	0	6	24.3	166.5 
3845	0	6	24.4	174.0 
3846	0	6	24.5	167.2 
3847	0	6	24.6	143.1 
3848	0	6	24.7	139.8 
3849	0	6	24.8	139.6 
3850	0	6	24.9	167.7 
3851	0	6	25.0	163.6 
3852	0	6	25.1	161.9 
3853	0	6	25.2	161.7 
3854	0	6	25.3	150.6 
3855	0	6	25.4	134.0 
3856	0	6	25.5	102.1 
3857	0	6	25.6	117.4 
3858	0	6	25.7	147.2 
3859	0	6	25.8	134.8 
3860	0	6	25.9	135.4 
3861	0	6	26.0	122.0 
3862	0	6	26.1	120.3 
3863	0	6	26.2	109.3 
3864	0	6	26.3	 90.1 
3865	0	6	26.4	 96.7 
3866	0	6	26.5	123.4 
3867	0	6	26.6	103.7 
3868	0	6	26.7	 94.8 
3869	0	6	26.8	 88.6 
3870	0	6	26.9	 99.7 
3871	0	6	27.0	 87.4 
3872	0	6	27.1	 80.7 
3873	0	6	27.2	108.3 
3874	0	6	27.3	106.2 
3875	0	6	27.4	 84.4 
3876	0	6	27.5	 70.7 
3877	0	6	27.6	 49.8 
3878	0	6	27.7	 55.7 
3879	0	6	27.8	 62.1 
3880	0	6	27.9	 87.0 
3881	0	6	28.0	 98.1 
3882	0	6	28.1	 99.3 
3883	0	6	28.2	 99.3 
3884	0	6	28.3	106.1 
3885	0	6	28.4	 85.1 
3886	0	6	28.5	 69.5 
3887	0	6	28.6	106.9 
3888	0	6	28.7	 98.3 
3889	0	6	28.8	 83.1 
3890	0	6	28.9	 76.2 
3891	0	6	29.0	 84.2 
3892	0	6	29.1	104.3 
3893	0	6	29.2	 84.2 
3894	0	6	29.3	118.6 
3895	0	6	29.4	116.2 
3896	0	6	29.5	111.4 
3897	0	6	29.6	107.5 
3898	0	6	29.7	107.9 
3899	0	6	29.8	101.1 
3900	0	6	29.9	 95.1 
3901	0	6	30.0	 99.5 
3902	0	6	30.1	104.3 
3903	0	6	30.2	119.8 
3904	0	6	30.3	107.2 
3905	0	6	30.4	 95.6 
3906	0	6	30.5	 69.2 
3907	0	6	30.6	 74.4 
3908	0	6	30.7	 87.6 
3909	0	6	30.8	 96.1 
3910	0	6	30.9	 96.5 
3911	0	6	31.0	102.7 
3912	0	6	31.1	 99.7 
3913	0	6	31.2	115.8 
3914	0	6	31.3	101.8 
3915	0	6	31.4	 99.5 
3916	0	6	31.5	101.8 
3917	0	6	31.6	 89.0 
3918	0	6	31.7	 86.9 
3919	0	6	31.8	 86.8 
3920	0	6	31.9	101.2 
3921	0	6	32.0	103.6 
3922	0	6	32.1	111.3 
3923	0	6	32.2	118.4 
3924	0	6	32.3	107.2 
3925	0	6	32.4	101.6 
3926	0	6	32.5	 76.0 
3927	0	6	32.6	 42.6 
3928	0	6	32.7	 47.8 
3929	0	6	32.8	 61.6 
3930	0	6	32.9	 63.7 
3931	0	6	33.0	 49.2 
3932	0	6	33.1	 51.9 
3933	0	6	33.2	 43.5 
3934	0	6	33.3	 41.7 
3935	0	6	33.4	 37.0 
3936	0	6	33.5	 61.5 
3937	0	6	33.6	 52.8 
3938	0	6	33.7	 42.5 
3939	0	6	33.8	 48.6 
3940	0	6	33.9	 50.0 
3941	0	6	34.0	 52.7 
3942	0	6	34.1	 34.2 
3943	0	6	34.2	 65.7 
3944	0	6	34.3	 98.8 
3945	0	6	34.4	 90.9 
3946	0	6	34.5	 90.1 
3947	0	6	34.6	 80.2 
3948	0	6	34.7	 87.2 
3949	0	6	34.8	 83.7 
3950	0	6	34.9	 93.4 
3951	0	6	35.0	119.7 
3952	0	6	35.1	107.1 
3953	0	6	35.2	100.8 
3954	0	6	35.3	 84.6 
3955	0	6	35.4	 80.0 
3956	0	6	35.5	 62.0 
3957	0	6	35.6	 49.5 
3958	0	6	35.7	 96.7 
3959	0	6	35.8	178.7 
3960	0	6	35.9	170.5 
3961	0	6	36.0	151.7 
3962	0	6	36.1	125.3 
3963	0	6	36.2	 85.0 
3964	0	6	36.3	 76.7 
3965	0	6	36.4	 85.3 
3966	0	6	36.5	 92.2 
3967	0	6	36.6	 99.8 
3968	0	6	36.7	 82.0 
3969	0	6	36.8	 85.8 
3970	0	6	36.9	 56.9 
3971	0	6	37.0	 33.5 
3972	0	6	37.1	 37.0 
3973	0	6	37.2	 65.2 
3974	0	6	37.3	 77.8 
3975	0	6	37.4	 80.0 
3976	0	6	37.5	 92.5 
3977	0	6	37.6	 76.0 
3978	0	6	37.7	 76.2 
3979	0	6	37.8	 81.3 
3980	0	6	37.9	 86.1 
3981	0	6	38.0	121.7 
3982	0	6	38.1	115.6 
3983	0	6	38.2	105.3 
3984	0	6	38.3	 97.6 
3985	0	6	38.4	 89.3 
3986	0	6	38.5	 82.1 
3987	0	6	38.6	 79.4 
3988	0	6	38.7	112.1 
3989	0	6	38.8	136.4 
3990	0	6	38.9	136.8 
3991	0	6	39.0	132.3 
3992	0	6	39.1	131.1 
3993	0	6	39.2	140.6 
3994	0	6	39.3	134.1 
3995	0	6	39.4	156.3 
3996	0	6	39.5	189.7 
3997	0	6	39.6	180.3 
3998	0	6	39.7	193.8 
3999	0	6	39.8	185.3 
4000	0	6	39.9	190.2 
4001	0	6	40.0	175.2 
4002	0	6	40.1	212.7 
4003	0	6	40.2	238.0 
4004	0	6	40.3	250.6 
4005	0	6	40.4	244.0 
4006	0	6	40.5	241.9 
4007	0	6	40.6	231.8 
4008	0	6	40.7	229.4 
4009	0	6	40.8	264.8 
4010	0	6	40.9	291.8 
4011	0	6	41.0	280.2 
4012	0	6	41.1	279.6 
4013	0	6	41.2	276.1 
4014	0	6	41.3	270.4 
4015	0	6	41.4	296.0 
4016	0	6	41.5	317.1 
4017	0	6	41.6	304.4 
4018	0	6	41.7	306.4 
4019	0	6	41.8	312.9 
4020	0	6	41.9	388.3 
4021	0	6	42.0	402.0 
4022	0	6	42.1	330.5 
4023	0	6	42.2	334.7 
4024	0	6	42.3	359.5 
4025	0	6	42.4	365.9 
4026	0	6	42.5	330.3 
4027	0	6	42.6	326.2 
4028	0	6	42.7	324.1 
4029	0	6	42.8	339.3 
4030	0	6	42.9	352.6 
4031	0	6	43.0	340.2 
4032	0	6	43.1	333.6 
4033	0	6	43.2	313.4 
4034	0	6	43.3	301.0 
4035	0	6	43.4	307.6 
4036	0	6	43.5	301.5 
4037	0	6	43.6	286.8 
4038	0	6	43.7	260.6 
4039	0	6	43.8	259.7 
4040	0	6	43.9	249.0 
4041	0	6	44.0	240.0 
4042	0	6	44.1	284.4 
4043	0	6	44.2	300.3 
4044	0	6	44.3	269.1 
4045	0	6	44.4	253.0 
4046	0	6	44.5	236.2 
4047	0	6	44.6	251.2 
4048	0	6	44.7	246.6 
4049	0	6	44.8	260.4 
4050	0	6	44.9	261.1 
4051	0	6	45.0	249.7 
4052	0	6	45.1	244.9 
4053	0	6	45.2	240.2 
4054	0	6	45.3	253.4 
4055	0	6	45.4	255.4 
4056	0	6	45.5	260.1 
4057	0	6	45.6	263.4 
4058	0	6	45.7	269.2 
4059	0	6	45.8	268.1 
4060	0	6	45.9	245.2 
4061	0	6	46.0	225.3 
4062	0	6	46.1	216.6 
4063	0	6	46.2	218.2 
4064	0	6	46.3	219.6 
4065	0	6	46.4	196.1 
4066	0	6	46.5	193.9 
4067	0	6	46.6	213.2 
4068	0	6	46.7	196.2 
4069	0	6	46.8	195.6 
4070	0	6	46.9	186.1 
4071	0	6	47.0	213.7 
4072	0	6	47.1	219.3 
4073	0	6	47.2	217.4 
4074	0	6	47.3	222.5 
4075	0	6	47.4	209.4 
4076	0	6	47.5	227.2 
4077	0	6	47.6	228.3 
4078	0	6	47.7	218.8 
4079	0	6	47.8	246.2 
4080	0	6	47.9	224.6 
4081	0	6	48.0	233.6 
4082	0	6	48.1	217.3 
4083	0	6	48.2	216.3 
4084	0	6	48.3	188.2 
4085	0	6	48.4	178.1 
4086	0	6	48.5	179.9 
4087	0	6	48.6	220.7 
4088	0	6	48.7	206.8 
4089	0	6	48.8	196.3 
4090	0	6	48.9	165.1 
4091	0	6	49.0	144.5 
4092	0	6	49.1	143.2 
4093	0	6	49.2	136.4 
4094	0	6	49.3	120.3 
4095	0	6	49.4	153.2 
4096	0	6	49.5	149.7 
4097	0	6	49.6	 43.6 
4098	0	6	49.7	 30.8 
4099	0	6	49.8	 20.7 
4100	0	6	49.9	 20.8 
4101	0	6	50.0	 22.9 
4102	0	6	50.1	 48.6 
4103	0	6	50.2	 33.1 
4104	0	6	50.3	 25.8 
4105	0	6	50.4	 17.6 
4106	0	6	50.5	 16.6 
4107	0	6	50.6	 19.0 
4108	0	6	50.7	 28.8 
4109	0	6	50.8	 41.2 
4110	0	6	50.9	 35.2 
4111	0	6	51.0	 33.2 
4112	0	6	51.1	 39.2 
4113	0	6	51.2	 27.2 
4114	0	6	51.3	 30.7 
4115	0	6	51.4	 20.9 
4116	0	6	51.5	 24.1 
4117	0	6	51.6	 20.7 
4118	0	6	51.7	 22.8 
4119	0	6	51.8	 24.7 
4120	0	6	51.9	 26.7 
4121	0	6	52.0	 33.1 
4122	0	6	52.1	 26.6 
4123	0	6	52.2	 38.0 
4124	0	6	52.3	 34.7 
4125	0	6	52.4	 38.1 
4126	0	6	52.5	 27.4 
4127	0	6	52.6	 47.9 
4128	0	6	52.7	 38.2 
4129	0	6	52.8	 46.7 
4130	0	6	52.9	 60.8 
4131	0	6	53.0	 64.1 
4132	0	6	53.1	 55.3 
4133	0	6	53.2	 69.6 
4134	0	6	53.3	 67.1 
4135	0	6	53.4	 78.0 
4136	0	6	53.5	 87.7 
4137	0	6	53.6	 87.4 
4138	0	6	53.7	 96.6 
4139	0	6	53.8	 95.1 
4140	0	6	53.9	 81.7 
4141	0	6	54.0	 68.3 
4142	0	6	54.1	 66.7 
4143	0	6	54.2	 56.6 
4144	0	6	54.3	 43.5 
4145	0	6	54.4	 48.3 
4146	0	6	54.5	 77.6 
4147	0	6	54.6	 69.4 
4148	0	6	54.7	 63.8 
4149	0	6	54.8	 57.6 
4150	0	6	54.9	 54.2 
4151	0	6	55.0	 43.2 
4152	0	6	55.1	 43.1 
4153	0	6	55.2	 49.0 
4154	0	6	55.3	 69.6 
4155	0	6	55.4	 84.9 
4156	0	6	55.5	 82.0 
4157	0	6	55.6	 72.8 
4158	0	6	55.7	 57.3 
4159	0	6	55.8	 51.2 
4160	0	6	55.9	 79.5 
4161	0	6	56.0	124.9 
4162	0	6	56.1	165.3 
4163	0	6	56.2	166.7 
4164	0	6	56.3	162.9 
4165	0	6	56.4	175.9 
4166	0	6	56.5	171.6 
4167	0	6	56.6	162.4 
4168	0	6	56.7	182.1 
4169	0	6	56.8	176.0 
4170	0	6	56.9	170.7 
4171	0	6	57.0	166.9 
4172	0	6	57.1	160.7 
4173	0	6	57.2	145.6 
4174	0	6	57.3	150.3 
4175	0	6	57.4	167.6 
4176	0	6	57.5	177.2 
4177	0	6	57.6	148.6 
4178	0	6	57.7	148.4 
4179	0	6	57.8	145.2 
4180	0	6	57.9	148.4 
4181	0	6	58.0	135.8 
4182	0	6	58.1	160.7 
4183	0	6	58.2	170.6 
4184	0	6	58.3	159.9 
4185	0	6	58.4	147.8 
4186	0	6	58.5	136.9 
4187	0	6	58.6	133.6 
4188	0	6	58.7	134.1 
4189	0	6	58.8	157.6 
4190	0	6	58.9	174.6 
4191	0	6	59.0	169.5 
4192	0	6	59.1	154.0 
4193	0	6	59.2	163.5 
4194	0	6	59.3	163.3 
4195	0	6	59.4	143.5 
4196	0	6	59.5	147.8 
4197	0	6	59.6	162.4 
4198	0	6	59.7	173.7 
4199	0	6	59.8	156.1 
4200	0	6	59.9	149.8 
4201	0	7	0.0	127.8 
4202	0	7	0.1	130.0 
4203	0	7	0.2	154.9 
4204	0	7	0.3	167.6 
4205	0	7	0.4	155.1 
4206	0	7	0.5	134.2 
4207	0	7	0.6	118.7 
4208	0	7	0.7	115.0 
4209	0	7	0.8	140.4 
4210	0	7	0.9	181.9 
4211	0	7	1.0	177.1 
4212	0	7	1.1	162.6 
4213	0	7	1.2	174.2 
4214	0	7	1.3	138.9 
4215	0	7	1.4	135.3 
